,交易日期,账户可用资金,持仓市值,印花税,券商佣金,总资产,净值,手续费,涨跌幅,杠杆,实际杠杆,净值max2here,净值dd2here
0,2014-01-02,10000000.0,0.0,0.0,0.0,10000000.0,1.0,0.0,,1.0,0.0,1.0,0.0
1,2014-01-03,8063720.67436,1919292.0,0.0,232.32564000000002,9983012.67436,0.998301267436,232.32564000000002,-0.001698732563999994,1.0,0.1922557911730833,1.0,-0.001698732563999994
2,2014-01-06,6135276.288799998,3699852.0,0.0,231.38556,9835128.288799997,0.9835128288799997,231.38556,-0.014813602905646261,1.0,0.37618746714400264,1.0,-0.01648717112000031
3,2014-01-07,4236409.452119997,5635134.0,0.0,227.83668,9871543.452119997,0.9871543452119996,227.83668,0.0037025610902776673,1.0,0.5708462944353254,1.0,-0.012845654788000371
4,2014-01-08,2327741.4394399975,7492891.0,0.0,229.01268000000002,9820632.439439997,0.9820632439439997,229.01268000000002,-0.005157350816205497,1.0,0.762974385428406,1.0,-0.017936756056000314
5,2014-01-09,430230.76547999756,9306065.0,0.0,227.67396000000002,9736295.765479997,0.9736295765479996,227.67396000000002,-0.008587702928510077,1.0,0.9558116581662013,1.0,-0.026370423452000358
6,2014-01-10,376124.7072399975,9221612.0,1096.556,269.50224000000003,9597736.707239997,0.9597736707239997,1366.05824,-0.014231188285308671,1.0,0.9608111038349001,1.0,-0.04022632927600034
7,2014-01-13,315440.08779999753,9289535.0,1396.408,342.21144,9604975.087799998,0.9604975087799998,1738.61944,0.0007541757792273174,1.0,0.9671586771525662,1.0,-0.03950249122000016
8,2014-01-14,306270.8515999976,9529883.0,1305.105,314.1312,9836153.851599997,0.9836153851599997,1619.2362,0.024068647933677134,1.0,0.9688627428748303,1.0,-0.01638461484000031
9,2014-01-15,351841.1131599976,9489373.0,1586.6470000000002,375.09144000000003,9841214.113159997,0.9841214113159997,1961.73844,0.0005144553080751457,1.0,0.9642482005660761,1.0,-0.015878588684000272
10,2014-01-16,349319.5027999976,9552239.0,1354.443,325.16736000000003,9901558.502799997,0.9901558502799997,1679.6103600000001,0.006131803347241949,1.0,0.9647207555556819,1.0,-0.00984414972000025
11,2014-01-17,327053.63931999763,9472720.0,1237.4,299.46348,9799773.639319997,0.9799773639319997,1536.86348,-0.010279681067502322,1.0,0.9666264087970616,1.0,-0.020022636068000255
12,2014-01-20,337132.7614399975,9433759.0,1402.6580000000001,335.21988000000005,9770891.761439998,0.9770891761439998,1737.8778800000002,-0.00294719847039282,1.0,0.965496213685381,1.0,-0.022910823856000184
13,2014-01-21,305494.07363999746,9542382.0,1390.402,337.28580000000005,9847876.073639998,0.9847876073639998,1727.6878000000002,0.007878944325615533,1.0,0.9689786841999647,1.0,-0.01521239263600016
14,2014-01-22,299549.5095999973,9794980.0,1622.655,389.90904,10094529.509599997,1.0094529509599997,2012.56404,0.02504635863769855,1.0,0.9703255600654669,1.0094529509599997,0.0
15,2014-01-23,306384.19799999724,9810900.0,1772.093,424.21860000000004,10117284.197999997,1.0117284197999996,2196.3116,0.0022541603725423354,1.0,0.969716754812466,1.0117284197999996,0.0
16,2014-01-24,310436.35439999745,9943857.0,1675.4670000000003,401.3766,10254293.354399998,1.0254293354399997,2076.8436,0.013542088342945346,1.0,0.9697262069973068,1.0254293354399997,0.0
17,2014-01-27,328443.1204399976,9852154.0,1697.2960000000003,404.93796000000003,10180597.120439997,1.0180597120439996,2102.2339600000005,-0.0071868661655148935,1.0,0.9677383245251333,1.0254293354399997,-0.0071868661655148935
18,2014-01-28,328750.03387999797,9842162.0,1383.3300000000004,331.75656000000004,10170912.033879997,1.0170912033879997,1715.0865600000004,-0.0009513279472137537,1.0,0.967677428259638,1.0254293354399997,-0.008131357046092469
19,2014-01-29,341792.06351999793,9899055.0,1589.3319999999999,379.63836,10240847.063519998,1.0240847063519998,1968.9703599999998,0.006875984120897183,1.0,0.9666246296424511,1.0254293354399997,-0.001311284007125657
20,2014-01-30,336805.410679998,9907279.0,1384.0810000000001,332.57184000000007,10244084.410679998,1.0244084410679999,1716.6528400000002,0.0003161210337310205,1.0,0.9671219606186707,1.0254293354399997,-0.0009955774978505083
